quote,author,tags
"“without pain, how could we know joy?' this is an old argument in the field of thinking about suffering and its stupidity and lack of sophistication could be plumbed for centuries but suffice it to say that the existence of broccoli does not, in any way, affect the taste of chocolate.”","John Green,",['general']
"“don't ever tell anybody anything. if you do, you start missing everybody.”",J. D. Salinger,['general']
"“once on a yellow piece of paper with green lines	he wrote a poemand he called it ""chops""	because that was the name of his dogand that's what it was all aboutand his teacher gave him an a	and a gold starand his mother hung it on the kitchen door	and read it to his auntsthat was the year father tracy	took all the kids to the zooand he let them sing on the busand his little sister was born	with tiny toenails and no hairand his mother and father kissed a lotand the girl around the corner sent him avalentine signed with a row of x's	and he had to ask his father what the x's meantand his father always tucked him in bed at nightand was always there to do itonce on a piece of white paper with blue lines	he wrote a poemand he called it ""autumn""	because that was the name of the seasonand that's what it was all aboutand his teacher gave him an a	and asked him to write more clearlyand his mother never hung it on the kitchen door	because of its new paintand the kids told him	that father tracy smoked cigarsand left butts on the pewsand sometimes they would burn holesthat was the year his sister got glasses	with thick lenses and black framesand the girl around the corner laughed	when he asked her to go see santa clausand the kids told him why	his mother and father kissed a lotand his father never tucked him in bed at nightand his father got mad	when he cried for him to do it.once on a paper torn from his notebook	he wrote a poemand he called it ""innocence: a question""	because that was the question about his girland that's what it was all aboutand his professor gave him an a	and a strange steady lookand his mother never hung it on the kitchen door	because he never showed herthat was the year that father tracy diedand he forgot how the end	of the apostle's creed wentand he caught his sister	making out on the back porchand his mother and father never kissed	or even talkedand the girl around the corner	wore too much makeupthat made him cough when he kissed her	but he kissed her anyway	because that was the thing to doand at three a.m. he tucked himself into bed	his father snoring soundlythat's why on the back of a brown paper bag	he tried another poemand he called it ""absolutely nothing""because that's what it was really all aboutand he gave himself an a	and a slash on each damned wristand he hung it on the bathroom door	because this time he didn't think	he could reach the kitchen.”","Stephen Chbosky,",['general']
"“respect other people's feelings. it might mean nothing to you, but it could mean everything to them.”",Roy T. Bennett,['general']
"“remember when you tried to convince me to feed a poultry pie to the mallards in the park to see if you could breed a race of cannibal ducks?"" ""they ate it too,"" will reminisced. ""bloodthirsty little beasts. never trust a duck.”","Cassandra Clare,",['general']
"“we are all different. donâ€™t judge, understand instead.”","Roy T. Bennett,",['general']
“two possibilities exist: either we are alone in the universe or we are not. both are equally terrifying.”,Arthur C. Clarke,['general']
"“when you have eliminated all which is impossible, then whatever remains, however improbable, must be the truth.”","Arthur Conan Doyle,",['general']
"“men occasionally stumble over the truth, but most of them pick themselves up and hurry off as if nothing had happened.”",Winston S. Churchill,['general']
"“you gain strength, courage and confidence by every experience in which you really stop to look fear in the face. you are able to say to yourself, 'i have lived through this horror. i can take the next thing that comes along.' you must do the thing you think you cannot do.”","Eleanor Roosevelt,",['general']
"“the important thing is not to stop questioning. curiosity has its own reason for existence. one cannot help but be in awe when he contemplates the mysteries of eternity, of life, of the marvelous structure of reality. it is enough if one tries merely to comprehend a little of this mystery each day.â€”""old man's advice to youth: 'never lose a holy curiosity.'"" life magazine (2 may 1955) p. 64”",Albert Einstein,['general']
